Row #,Taxon Order,Category,Common Name,Scientific Name,Count,Location,S/P,Date,LocID,SubID,Exotic,Countable
866,5947,species,马来鸻,Anarhynchus peronii,2,Hat Chao Samran--beach (northern part),TH-76,28 Jul 2025,L4839563,S268375911,,1
867,31626,species,Yellow-throated Bush Sparrow,Gymnoris superciliaris,1,Mumbo Island,MW-C,28 Jul 2025,L50692250,S268450862,,1
868,30808,species,Southern Brown-throated Weaver,Ploceus xanthopterus,10,Mumbo Island,MW-C,28 Jul 2025,L50692250,S268450862,,1
869,10960,species,Brown-backed Honeybird,Prodotiscus regulus,1,Mumbo Island,MW-C,28 Jul 2025,L50692250,S268450862,,1
870,12360,species,灰头鹦鹉,Psittacula finschii,20,漾濞河西村,CN-53,28 Jul 2025,L50599386,S268355846,,1
871,5568,species,红腿斑秧鸡,Rallina fasciata,1,Sepilok Jungle Resort,MY-12,27 Jul 2025,L4353562,S269368403,,1
872,2606,species,Jambu Fruit Dove,Ramphiculus jambu,1,Sepilok Jungle Resort,MY-12,27 Jul 2025,L4353562,S269368403,,1
873,8968,species,毛腿渔鸮,Ketupa blakistoni,3,羅臼町--鷲の宿民宿 (Rausu--Washi-no-yado Inn),JP-01,27 Jul 2025,L1557875,S291107803,,1
874,7214,species,短尾鹱,Ardenna tenuirostris,1,根室海峡 (Nemuro Strait),JP-01,27 Jul 2025,L1557996,S291108076,,1
875,7206,species,淡足鹱,Ardenna carneipes,3,根室海峡 (Nemuro Strait),JP-01,27 Jul 2025,L1557996,S291108076,,1
876,7053,species,白腰叉尾海燕,Hydrobates leucorhous,1,根室海峡 (Nemuro Strait),JP-01,27 Jul 2025,L1557996,S291108076,,1
877,7049,species,Fork-tailed Storm Petrel,Hydrobates furcatus,50,根室海峡 (Nemuro Strait),JP-01,27 Jul 2025,L1557996,S291108076,,1
878,6433,species,扁嘴海雀,Synthliboramphus antiquus,3,根室海峡 (Nemuro Strait),JP-01,27 Jul 2025,L1557996,S291108076,,1
879,6377,species,角嘴海雀,Cerorhinca monocerata,3,根室海峡 (Nemuro Strait),JP-01,27 Jul 2025,L1557996,S291108076,,1
880,13341,species,Black-crowned Pitta,Erythropitta ussheri,1,Sepilok--Rainforest Discovery Center,MY-12,26 Jul 2025,L1119692,S269368441,,1
881,26348,species,Rufous Limestone Babbler,Gypsophila calcicola,4,Wat Tham Bo Pla & Wat Tham Phrathat Charoen Tham,TH-19,26 Jul 2025,L9654105,S268357259,,1
882,30602,species,Thick-billed Spiderhunter,Arachnothera crassirostris,1,Sepilok--Rainforest Discovery Center,MY-12,26 Jul 2025,L1119692,S269368458,,1
883,30282,species,蓝肩花蜜鸟,Leptocoma brasiliana,2,Sepilok--Rainforest Discovery Center,MY-12,26 Jul 2025,L1119692,S269368458,,1
884,30176,species,Red-throated Sunbird,Anthreptes rhodolaemus,1,Sepilok--Rainforest Discovery Center,MY-12,26 Jul 2025,L1119692,S269368458,,1
885,28800,species,褐纹鹟,Muscicapa williamsoni,1,Sepilok--Rainforest Discovery Center,MY-12,26 Jul 2025,L1119692,S269368458,,1
886,21173,species,Bornean Black Magpie,Platysmurus aterrimus,3,Sepilok--Rainforest Discovery Center,MY-12,26 Jul 2025,L1119692,S269368458,,1
887,19617,species,Ventriloquial Oriole,Oriolus consobrinus,2,Sepilok--Rainforest Discovery Center,MY-12,26 Jul 2025,L1119692,S269368458,,1
888,11684,species,Banded Woodpecker,Chrysophlegma miniaceum,1,Sepilok--Rainforest Discovery Center,MY-12,26 Jul 2025,L1119692,S269368458,,1
889,11592,species,Buff-rumped Woodpecker,Meiglyptes grammithorax,1,Sepilok--Rainforest Discovery Center,MY-12,26 Jul 2025,L1119692,S269368458,,1
890,9477,species,Diard's Trogon,Harpactes diardii,1,Sepilok--Rainforest Discovery Center,MY-12,26 Jul 2025,L1119692,S269368458,,1
892,1592,species,Sabah Partridge,Tropicoperdix graydoni,1,Sepilok--Rainforest Discovery Center,MY-12,26 Jul 2025,L1119692,S269368458,,1
893,1750,species,黑胸鹌鹑,Coturnix coromandelica,8,Lam Takhong Dam--Ta Ngoi farmlands,TH-30,25 Jul 2025,L3861082,S268357271,,1
894,29027,species,White-crowned Shama,Copsychus stricklandii,1,Gomantong Cave & forest reserve,MY-12,25 Jul 2025,L923942,S269368488,,1
895,26328,species,Horsfield's Babbler,Malacocincla sepiaria,1,Gomantong Cave & forest reserve,MY-12,25 Jul 2025,L923942,S269368488,,1
896,26240,species,Bornean Black-capped Babbler,Pellorneum capistratoides,1,Gomantong Cave & forest reserve,MY-12,25 Jul 2025,L923942,S269368488,,1
897,26097,species,Chestnut-rumped Babbler,Stachyris maculata,3,Gomantong Cave & forest reserve,MY-12,25 Jul 2025,L923942,S269368488,,1
898,20225,species,Spotted Fantail,Rhipidura perlata,1,Gomantong Cave & forest reserve,MY-12,25 Jul 2025,L923942,S269368488,,1
899,11108,species,Rufous Piculet,Sasia abnormis,1,Gomantong Cave & forest reserve,MY-12,25 Jul 2025,L923942,S269368488,,1
900,8079,species,Bat Hawk,Macheiramphus alcinus,2,Gomantong Cave & forest reserve,MY-12,25 Jul 2025,L923942,S269368488,,1
901,4055,species,大金丝燕,Aerodramus maximus,150,Gomantong Cave & forest reserve,MY-12,25 Jul 2025,L923942,S269368488,,1
902,4039,species,Mossy-nest Swiftlet,Aerodramus salangana,5,Gomantong Cave & forest reserve,MY-12,25 Jul 2025,L923942,S269368488,,1
903,23598,species,金头扇尾莺,Cisticola exilis,1,Khao Yai NP--Khao Khieo Rd. before Chao Po Khao Khieo Shrine,TH-26,25 Jul 2025,L954493,S268357294,,1
904,30095,species,Cambodian Flowerpecker,Dicaeum cambodianum,2,Khao Yai NP--headquarters vicinity,TH-26,25 Jul 2025,L10183154,S268357309,,1
905,10768,species,Moustached Barbet,Psilopogon incognitus,10,Khao Yai NP--headquarters vicinity,TH-26,25 Jul 2025,L10183154,S268357309,,1
906,25923,species,Bold-striped Tit-Babbler,Mixornis bornensis,3,Silau Tenegang,MY-12,25 Jul 2025,L4914939,S275341466,,1
907,9710,species,Helmeted Hornbill,Rhinoplax vigil,2,Silau Tenegang,MY-12,25 Jul 2025,L4914939,S275341466,,1
908,3781,species,Large Frogmouth,Batrachostomus auritus,1,Menanggol River,MY-12,24 Jul 2025,L3068694,S269368591,,1
909,9686,species,White-crowned Hornbill,Berenicornis comatus,1,Silau Tenegang,MY-12,24 Jul 2025,L4914939,S269368604,,1
911,1559,species,Siamese Fireback,Lophura diardi,4,Sakaerat Biosphere Reserve* (general area),TH-30,24 Jul 2025,L1109966,S268357328,,1
912,12754,species,Lilian's Lovebird,Agapornis lilianae,20,"MPIKA, 穆钦加省 (-13.088, 31.786)",ZM-05,24 Jul 2025,L50394539,S268450939,,1
913,29149,species,Malaysian Blue Flycatcher,Cyornis turcosus,3,Kinabatangan River--Sukau,MY-12,24 Jul 2025,L3042446,S269368559,,1
914,26268,species,Malayan/Bornean Swamp Babbler,Pellorneum rostratum,2,Kinabatangan River--Sukau,MY-12,24 Jul 2025,L3042446,S269368559,,1
915,10688,species,Brown Barbet,Caloramphus fuliginosus,3,Kinabatangan River--Sukau,MY-12,24 Jul 2025,L3042446,S269368559,,1
916,7999,species,Wallace's Hawk-Eagle,Nisaetus nanus,3,Kinabatangan River--Sukau,MY-12,24 Jul 2025,L3042446,S269368559,,1
917,7289,species,Storm's Stork,Ciconia stormi,12,Kinabatangan River--Sukau,MY-12,24 Jul 2025,L3042446,S269368559,,1
918,1564,species,Bornean Crested Fireback,Lophura ignita,4,Kinabatangan River--Sukau,MY-12,24 Jul 2025,L3042446,S269368559,,1
919,8971,species,Buffy Fish Owl,Ketupa ketupu,1,Kinabatangan--Sukau Lodges,MY-12,23 Jul 2025,L4790539,S269368619,,1
920,21529,species,Sunda Crow,Corvus enca,1,Kinabatangan River--Tenegang to Menanggol,MY-12,23 Jul 2025,L7727273,S269368628,,1
921,29182,species,Fulvous-chested Jungle Flycatcher,Cyornis olivaceus,1,Poring Hot Springs,MY-12,23 Jul 2025,L1093106,S269368635,,1
922,26163,species,Rufous-crowned Babbler,Malacopteron magnum,2,Poring Hot Springs,MY-12,23 Jul 2025,L1093106,S269368635,,1
923,24502,species,Charlotte's Bulbul,Iole charlottae,2,Poring Hot Springs,MY-12,23 Jul 2025,L1093106,S269368635,,1
924,10236,species,Rufous-collared Kingfisher,Actenoides concretus,1,Poring Hot Springs,MY-12,23 Jul 2025,L1093106,S269368635,,1
925,449,species,棉凫,Nettapus coromandelianus,2,072325CPGO,CN-33,23 Jul 2025,L50293828,S261999600,,1
926,8243,species,Ovambo Sparrowhawk,Accipiter ovampensis,1,Camp Sabali and Safaris Ltd,ZM-03,23 Jul 2025,L50236548,S268450961,,1
927,30641,species,Bornean Spiderhunter,Arachnothera everetti,1,"拉瑙, 沙巴 (6.005, 116.535)",MY-12,23 Jul 2025,L50293896,S269368655,,1
928,31404,species,Red-throated Twinspot,Hypargos niveoguttatus,1,Camp Sabali and Safaris Ltd,ZM-03,22 Jul 2025,L50236548,S268451016,,1
929,7986,species,Western Banded Snake Eagle,Circaetus cinerascens,1,Camp Sabali and Safaris Ltd,ZM-03,22 Jul 2025,L50236548,S268451016,,1
930,1824,species,Natal Spurfowl,Pternistis natalensis,3,Camp Sabali and Safaris Ltd,ZM-03,22 Jul 2025,L50236548,S268451016,,1
931,25954,species,Grey-hooded Babbler,Cyanoderma bicolor,1,Poring Hot Springs,MY-12,22 Jul 2025,L1093106,S269368683,,1
932,10022,species,Banded Kingfisher,Lacedo pulchella,1,Poring Hot Springs,MY-12,22 Jul 2025,L1093106,S269368683,,1
933,31359,species,Blue Waxbill,Uraeginthus angolensis,10,Flatdogs Camp,ZM-03,22 Jul 2025,L10024107,S268451042,,1
934,27953,species,Meves's Starling,Lamprotornis mevesii,30,Flatdogs Camp,ZM-03,22 Jul 2025,L10024107,S268451042,,1
935,9678,species,Southern Red-billed Hornbill,Tockus rufirostris,2,Flatdogs Camp,ZM-03,22 Jul 2025,L10024107,S268451042,,1
936,9655,species,Southern Ground Hornbill,Bucorvus leadbeateri,3,Flatdogs Camp,ZM-03,22 Jul 2025,L10024107,S268451042,,1
937,2985,species,Purple-crested Turaco,Gallirex porphyreolophus,1,Flatdogs Camp,ZM-03,22 Jul 2025,L10024107,S268451042,,1
938,1836,species,Swainson's Spurfowl,Pternistis swainsonii,6,Flatdogs Camp,ZM-03,22 Jul 2025,L10024107,S268451042,,1
939,30352,species,Western Miombo Sunbird,Cinnyris gertrudis,2,Camp Sabali and Safaris Ltd,ZM-03,21 Jul 2025,L50236548,S268451075,,1
940,5867,species,White-crowned Lapwing,Vanellus albiceps,1,Camp Sabali and Safaris Ltd,ZM-03,21 Jul 2025,L50236548,S268451075,,1
941,26337,species,Mountain Wren-Babbler,Gypsophila crassa,4,Kinabalu Park--Power Station Road,MY-12,21 Jul 2025,L4326653,S269368722,,1
942,11523,species,Orange-backed Woodpecker,Chrysocolaptes validus,2,Kinabalu Park--Power Station Road,MY-12,21 Jul 2025,L4326653,S269368722,,1
944,29340,species,Eyebrowed Jungle Flycatcher,Vauriella gularis,5,Kinabalu Park--Power Station Road,MY-12,20 Jul 2025,L4326653,S269368735,,1
945,28211,species,Everett's Thrush,Zoothera everetti,1,Kinabalu Park--Power Station Road,MY-12,20 Jul 2025,L4326653,S269368735,,1
946,26262,species,Temminck's Babbler,Pellorneum pyrrogenys,1,Kinabalu Park--Power Station Road,MY-12,20 Jul 2025,L4326653,S269368735,,1
947,1594,species,Crimson-headed Partridge,Haematortyx sanguiniceps,1,Kinabalu Park--Power Station Road,MY-12,19 Jul 2025,L4326653,S269368747,,1
948,29446,species,Bornean Forktail,Enicurus borneensis,2,Kinabalu Park--Silau Silau Trail,MY-12,19 Jul 2025,L5502760,S269368779,,1
949,26734,species,Sunda Laughingthrush,Garrulax palliatus,8,Kinabalu Park--Silau Silau Trail,MY-12,19 Jul 2025,L5502760,S269368779,,1
950,11516,species,Maroon Woodpecker,Blythipicus rubiginosus,1,Kinabalu Park--Silau Silau Trail,MY-12,19 Jul 2025,L5502760,S269368779,,1
951,11987,species,White-fronted Falconet,Microhierax latifrons,1,"White-fronted Falconet Spot(5.961, 116.603)",MY-12,19 Jul 2025,L50045430,S269368810,,1
952,6396,species,Black Guillemot,Cepphus grylle,7,Troon (General),GB-SCT,19 Jul 2025,L1028618,S290963532,,1
953,30540,species,Temminck's Sunbird,Aethopyga temminckii,1,Kinabalu Park--Power Station Road,MY-12,19 Jul 2025,L4326653,S269368826,,1
954,29422,species,Bornean Whistling Thrush,Myophonus borneensis,1,Kinabalu Park--Power Station Road,MY-12,19 Jul 2025,L4326653,S269368826,,1
955,28243,species,Fruithunter,Chlamydochaera jefferyi,1,Kinabalu Park--Power Station Road,MY-12,19 Jul 2025,L4326653,S269368826,,1
956,25519,species,Chestnut-crested Yuhina,Staphida everetti,15,Kinabalu Park--Power Station Road,MY-12,19 Jul 2025,L4326653,S269368826,,1
957,25084,species,Bornean Stubtail,Urosphena whiteheadi,1,Kinabalu Park--Power Station Road,MY-12,19 Jul 2025,L4326653,S269368826,,1
958,21455,species,Bornean Treepie,Dendrocitta cinerascens,2,Kinabalu Park--Power Station Road,MY-12,19 Jul 2025,L4326653,S269368826,,1
959,21432,species,Bornean Green Magpie,Cissa jefferyi,1,Kinabalu Park--Power Station Road,MY-12,19 Jul 2025,L4326653,S269368826,,1
960,18752,species,Sunda Cuckooshrike,Coracina larvata,2,Kinabalu Park--Power Station Road,MY-12,19 Jul 2025,L4326653,S269368826,,1
961,10760,species,Mountain Barbet,Psilopogon monticola,5,Kinabalu Park--Power Station Road,MY-12,19 Jul 2025,L4326653,S269368826,,1
962,10734,species,Golden-naped Barbet,Psilopogon pulcherrimus,1,Kinabalu Park--Power Station Road,MY-12,19 Jul 2025,L4326653,S269368826,,1
963,9486,species,Whitehead's Trogon,Harpactes whiteheadi,2,Kinabalu Park--Power Station Road,MY-12,19 Jul 2025,L4326653,S269368826,,1
964,24218,species,白腹毛脚燕,Delichon lagopodum,4,浑河大桥北岸,CN-21,18 Jul 2025,L50193437,S268355950,,1
965,30675,species,Bornean Leafbird,Chloropsis kinabaluensis,3,Crocker Range NP--Gunung Alab Substation,MY-12,18 Jul 2025,L2822705,S269368840,,1
966,30101,species,Black-sided Flowerpecker,Dicaeum monticolum,2,Crocker Range NP--Gunung Alab Substation,MY-12,18 Jul 2025,L2822705,S269368840,,1
967,29083,species,Indigo Flycatcher,Eumyias indigo,4,Crocker Range NP--Gunung Alab Substation,MY-12,18 Jul 2025,L2822705,S269368840,,1
968,26786,species,Chestnut-hooded Laughingthrush,Pterorhinus treacheri,4,Crocker Range NP--Gunung Alab Substation,MY-12,18 Jul 2025,L2822705,S269368840,,1
969,25625,species,Mountain Blackeye,Zosterops emiliae,5,Crocker Range NP--Gunung Alab Substation,MY-12,18 Jul 2025,L2822705,S269368840,,1
970,25611,species,Black-capped White-eye,Zosterops atricapilla,1,Crocker Range NP--Gunung Alab Substation,MY-12,18 Jul 2025,L2822705,S269368840,,1
971,24998,species,Mountain Leaf Warbler,Phylloscopus trivirgatus,6,Crocker Range NP--Gunung Alab Substation,MY-12,18 Jul 2025,L2822705,S269368840,,1
972,24956,species,Yellow-breasted Warbler,Phylloscopus montis,3,Crocker Range NP--Gunung Alab Substation,MY-12,18 Jul 2025,L2822705,S269368840,,1
973,24462,species,Penan Bulbul,Alophoixus ruficrissus,1,Crocker Range NP--Gunung Alab Substation,MY-12,18 Jul 2025,L2822705,S269368840,,1
974,19510,species,Bornean Whistler,Pachycephala hypoxantha,3,Crocker Range NP--Gunung Alab Substation,MY-12,18 Jul 2025,L2822705,S269368840,,1
975,29947,species,Yellow-rumped Flowerpecker,Prionochilus xanthopygius,4,"Crocker Range Park, Inobong Substation",MY-12,18 Jul 2025,L36569431,S269368857,,1
976,26396,species,Brown Fulvetta,Alcippe brunneicauda,1,"Crocker Range Park, Inobong Substation",MY-12,18 Jul 2025,L36569431,S269368857,,1
977,12419,species,Blue-naped Parrot,Tanygnathus lucionensis,9,Kota Kinabalu--Prince Philip Park,MY-12,17 Jul 2025,L1315393,S269368872,N,1
978,12381,species,长尾鹦鹉,Psittacula longicauda,12,Kota Kinabalu--Prince Philip Park,MY-12,17 Jul 2025,L1315393,S269368872,,1
979,18835,species,黑鸣鹃鵙,Lalage nigra,1,"雅加达 (-6.103, 106.762)",ID-JW,17 Jul 2025,L49923354,S269368890,,1
980,5953,species,Javan Plover,Anarhynchus javanicus,2,"雅加达 (-6.103, 106.762)",ID-JW,17 Jul 2025,L49923354,S269368890,,1
981,5764,species,澳洲长脚鹬,Himantopus leucocephalus,10,"雅加达 (-6.103, 106.762)",ID-JW,17 Jul 2025,L49923354,S269368890,,1
982,636,species,Sunda Teal,Anas gibberifrons,14,"雅加达 (-6.103, 106.762)",ID-JW,17 Jul 2025,L49923354,S269368890,,1
983,31113,species,Javan Munia,Lonchura leucogastroides,10,Taman Wisata Alam Kapuk,ID-JW,16 Jul 2025,L2505024,S269368917,,1
984,21459,species,盘尾树鹊,Crypsirina temia,2,Taman Wisata Alam Kapuk,ID-JW,16 Jul 2025,L2505024,S269368917,,1
985,9939,species,Cerulean Kingfisher,Alcedo coerulescens,1,Taman Wisata Alam Kapuk,ID-JW,16 Jul 2025,L2505024,S269368917,,1
986,7413,species,Little Black Cormorant,Phalacrocorax sulcirostris,1,Taman Wisata Alam Kapuk,ID-JW,16 Jul 2025,L2505024,S269368917,,1
987,3934,species,Cave Swiftlet,Collocalia linchi,15,Taman Wisata Alam Kapuk,ID-JW,16 Jul 2025,L2505024,S269368917,,1
988,2029,species,爪哇斑鸠,Streptopelia bitorquata,3,Taman Wisata Alam Kapuk,ID-JW,16 Jul 2025,L2505024,S269368917,,1
989,12203,species,小葵花凤头鹦鹉,Cacatua sulphurea,1,Victoria Park 維多利亞公園,HK-,16 Jul 2025,L2673184,S268359191,N,1
990,20266,species,Black Thicket Fantail,Rhipidura maculipectus,1,Sorong Mangroves,ID-IJ,16 Jul 2025,L6456439,S269368938,,1
991,17901,species,Brown-backed Honeyeater,Ramsayornis modestus,12,Sorong Mangroves,ID-IJ,16 Jul 2025,L6456439,S269368938,,1
992,17645,species,Emperor Fairywren,Malurus cyanocephalus,3,Sorong Mangroves,ID-IJ,16 Jul 2025,L6456439,S269368938,,1
993,10111,species,Blue-black Kingfisher,Todiramphus nigrocyaneus,2,Sorong Mangroves,ID-IJ,16 Jul 2025,L6456439,S269368938,,1
994,9954,species,Little Kingfisher,Ceyx pusillus,1,Sorong Mangroves,ID-IJ,16 Jul 2025,L6456439,S269368938,,1
995,2821,species,Collared Imperial Pigeon,Ducula mullerii,5,Sorong Mangroves,ID-IJ,16 Jul 2025,L6456439,S269368938,,1
996,30922,species,Red-headed Quelea,Quelea erythrops,1,Arabuko-Sokoke Forest NR (NOT incl. Mida and/or Sabaki),KE-300,16 Jul 2025,L920917,S268347460,,1
997,30856,species,Kilifi Weaver,Ploceus golandi,1,Arabuko-Sokoke Forest NR (NOT incl. Mida and/or Sabaki),KE-300,16 Jul 2025,L920917,S268347460,,1
998,29330,species,East Coast Akalat,Sheppardia gunningi,2,Arabuko-Sokoke Forest NR (NOT incl. Mida and/or Sabaki),KE-300,16 Jul 2025,L920917,S268347460,,1
999,24430,species,Fischer's Greenbul,Phyllastrephus fischeri,5,Arabuko-Sokoke Forest NR (NOT incl. Mida and/or Sabaki),KE-300,16 Jul 2025,L920917,S268347460,,1
1000,23941,species,Little Rush Warbler,Bradypterus baboecala,1,Arabuko-Sokoke Forest NR (NOT incl. Mida and/or Sabaki),KE-300,16 Jul 2025,L920917,S268347460,,1
1001,19920,species,Retz's Helmetshrike,Prionops retzii,6,Arabuko-Sokoke Forest NR (NOT incl. Mida and/or Sabaki),KE-300,16 Jul 2025,L920917,S268347460,,1
1002,11741,species,Mombasa Woodpecker,Campethera mombassica,2,Arabuko-Sokoke Forest NR (NOT incl. Mida and/or Sabaki),KE-300,16 Jul 2025,L920917,S268347460,,1
1003,9080,species,African Barred Owlet,Glaucidium capense,1,Arabuko-Sokoke Forest NR (NOT incl. Mida and/or Sabaki),KE-300,16 Jul 2025,L920917,S268347460,,1
1004,8115,species,Lizard Buzzard,Kaupifalco monogrammicus,1,"Auto selected -3.40167, 39.91080",KE-300,16 Jul 2025,L49872564,S260224480,,1
1005,28199,species,长尾地鸫,Zoothera dixoni,1,巴朗山--北坡隧道口 (Balang Shan--Main Tunnel North),CN-51,16 Jul 2025,L33129822,S268375925,,1
1006,19880,species,Pale Batis,Batis soror,1,Arabuko-Sokoke Forest NR (NOT incl. Mida and/or Sabaki),KE-300,15 Jul 2025,L920917,S260107285,,1
1007,19859,species,Forest/Reichenow's Batis,Batis mixta,2,Arabuko-Sokoke Forest NR (NOT incl. Mida and/or Sabaki),KE-300,15 Jul 2025,L920917,S260107285,,1
1008,10587,species,Green Tinkerbird,Pogoniulus simplex,1,Arabuko-Sokoke Forest NR (NOT incl. Mida and/or Sabaki),KE-300,15 Jul 2025,L920917,S260107285,,1
1009,31928,species,Golden Pipit,Tmetothylacus tenellus,1,Sabaki River Estuary,KE-300,15 Jul 2025,L981423,S260018838,,1
1011,19893,species,Eastern Black-headed Batis,Batis minor,1,Sabaki River Estuary,KE-300,15 Jul 2025,L981423,S260018838,,1
1012,10095,species,Mangrove Kingfisher,Halcyon senegaloides,1,Sabaki River Estuary,KE-300,15 Jul 2025,L981423,S260018838,,1
1013,5564,species,Striped Crake,Aenigmatolimnas marginalis,1,Sabaki River Estuary,KE-300,15 Jul 2025,L981423,S260018838,,1
1014,20611,species,Magnificent Riflebird,Ptiloris magnificus,1,"Hide of MR(-1.083, 133.926)",ID-IJ,15 Jul 2025,L49809898,S269368954,,1
1015,3817,species,Vogelkop Owlet-nightjar,Aegotheles affinis,1,"Hide of MR(-1.083, 133.926)",ID-IJ,15 Jul 2025,L49809898,S269368954,,1
1016,31841,species,Malindi Pipit,Anthus melindae,3,Arabuko-Sokoke Forest NR (NOT incl. Mida and/or Sabaki),KE-300,14 Jul 2025,L920917,S259857122,,1
1017,26676,species,Scaly Babbler,Turdoides squamulata,3,Arabuko-Sokoke Forest NR (NOT incl. Mida and/or Sabaki),KE-300,14 Jul 2025,L920917,S259857122,,1
1018,8669,species,Sokoke Scops Owl,Otus ireneae,3,Arabuko-Sokoke Forest NR (NOT incl. Mida and/or Sabaki),KE-300,14 Jul 2025,L920917,S259857122,,1
1019,5869,species,Senegal Lapwing,Vanellus lugubris,12,Arabuko-Sokoke Forest NR (NOT incl. Mida and/or Sabaki),KE-300,14 Jul 2025,L920917,S259857122,,1
1020,3877,species,Böhm's Spinetail,Neafrapus boehmi,1,Arabuko-Sokoke Forest NR (NOT incl. Mida and/or Sabaki),KE-300,14 Jul 2025,L920917,S259857122,,1
1021,3867,species,Mottled Spinetail,Telacanthura ussheri,2,Arabuko-Sokoke Forest NR (NOT incl. Mida and/or Sabaki),KE-300,14 Jul 2025,L920917,S259857122,,1
1022,18336,species,Large Scrubwren,Sericornis nouhuysi,2,Minggre Birdwatching Homestay,ID-IJ,14 Jul 2025,L9626018,S269369926,,1
1023,17687,species,White-shouldered Fairywren,Malurus alboscapulatus,6,Minggre Birdwatching Homestay,ID-IJ,14 Jul 2025,L9626018,S269369926,,1
1024,2850,species,Papuan Mountain Pigeon,Gymnophaps albertisii,1,Minggre Birdwatching Homestay,ID-IJ,14 Jul 2025,L9626018,S269369926,,1
1025,6306,species,Crab-plover,Dromas ardeola,6,Mida Creek,KE-300,14 Jul 2025,L921088,S259778402,,1
1026,25019,species,Island Leaf Warbler,Phylloscopus poliocephalus,1,"Menyambouw, 西巴布亚 (-1.074, 133.905)",ID-IJ,14 Jul 2025,L49683872,S269369933,,1
1027,19720,species,Black-breasted Boatbill,Machaerirhynchus nigripectus,1,"Menyambouw, 西巴布亚 (-1.074, 133.905)",ID-IJ,14 Jul 2025,L49683872,S269369933,,1
